MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD;LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;05-08-2015;07:00:00;;22,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;19-08-2015;06:45:00;;20,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;02-09-2015;07:00:00;;22,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;16-09-2015;06:45:00;;17,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;30-09-2015;07:00:00;;16,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;14-10-2015;07:00:00;;13,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;28-10-2015;08:00:00;;13,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-11-2015;08:00:00;;13,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-11-2015;08:00:00;;9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;09-12-2015;08:00:00;;8,96;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-12-2015;07:45:00;;10,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-01-2016;08:00:00;;8,02;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-01-2016;08:00:00;;4,76;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;03-02-2016;08:00:00;;7,38;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;17-02-2016;08:10:00;;5,98;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;02-03-2016;08:00:00;;6,19;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;16-03-2016;08:00:00;;7,05;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;30-03-2016;07:00:00;;9,65;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;13-04-2016;07:00:00;;13,4;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;28-04-2016;07:00:00;;10,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-05-2016;07:00:00;;16;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-05-2016;06:45:00;;15,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;08-06-2016;07:00:00;;18,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;22-06-2016;07:00:00;;17,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-07-2016;07:00:00;;19,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-07-2016;06:45:00;;20,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;03-08-2016;07:00:00;;22,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;17-08-2016;06:45:00;;21,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;31-08-2016;07:00:00;;23;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;14-09-2016;06:30:00;;23,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;28-09-2016;07:00:00;;19,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;12-10-2016;06:50:00;;14,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;26-10-2016;06:30:00;;13;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;09-11-2016;08:00:00;;10,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-11-2016;08:00:00;;9,62;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;07-12-2016;07:30:00;;6,11;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;21-12-2016;07:50:00;;6,66;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;04-01-2017;08:00:00;;4,71;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;18-01-2017;08:00:00;;3,59;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-02-2017;07:40:00;;4,32;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;15-02-2017;08:00:00;;5,32;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-03-2017;07:45:00;;7,53;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;15-03-2017;07:45:00;;8,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;29-03-2017;07:00:00;;11,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;12-04-2017;07:00:00;;13,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-04-2017;06:45:00;;12;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;10-05-2017;07:00:00;;13,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-05-2017;06:40:00;;19;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;07-06-2017;07:00:00;;20,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;21-06-2017;07:00:00;;23,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;05-07-2017;06:45:00;;21,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;19-07-2017;06:45:00;;22,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;02-08-2017;06:45:00;;22,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;16-08-2017;07:00:00;;21,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;30-08-2017;07:00:00;;23,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;13-09-2017;06:45:00;;17,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;27-09-2017;11:00:00;;17,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-10-2017;07:00:00;;14,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-10-2017;07:00:00;;15,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;08-11-2017;07:45:00;;11,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;22-11-2017;08:00:00;;9,15;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-12-2017;07:45:00;;6,72;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-12-2017;08:00:00;;5,97;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;03-01-2018;08:00:00;;7,09;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;17-01-2018;08:00:00;;6,5;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;31-01-2018;08:00:00;;7,5;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;14-02-2018;08:00:00;;5,03;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;28-02-2018;08:00:00;;2,92;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;14-03-2018;08:00:00;;7,77;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;28-03-2018;06:45:00;;8,15;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-04-2018;06:45:00;;12,6;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-04-2018;06:45:00;;16,9;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;08-05-2018;06:45:00;;18,2;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-05-2018;06:50:00;;18,8;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-06-2018;07:00:00;;22,4;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-06-2018;07:00:00;;21,3;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;04-07-2018;06:45:00;;23,4;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;18-07-2018;07:00:00;;24,1;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-08-2018;07:00:00;;25,5;;Normale waarde;Ongecontroleerd;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
