MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD;LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;25-07-2012;06:45:00;;21,4;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;08-08-2012;07:00:00;;21,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;22-08-2012;07:00:00;;25;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;05-09-2012;06:45:00;;20,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;19-09-2012;07:00:00;;18,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;03-10-2012;07:00:00;;16,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;17-10-2012;07:00:00;;13,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;31-10-2012;08:00:00;;11,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;14-11-2012;08:00:00;;10,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;28-11-2012;08:00:00;;10;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;12-12-2012;08:00:00;;5,23;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;Niet genormaliseerde zintuiglijke waardebepaling;ZINTUIGLIJK;Steekmonster;02;27-12-2012;08:00:00;;7,83;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;09-01-2013;08:00:00;;8,08;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-01-2013;08:00:00;;4,06;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-02-2013;08:00:00;;6,12;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-02-2013;08:00:00;;5,16;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-03-2013;08:00:00;;6,25;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-03-2013;08:00:00;;6,96;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;03-04-2013;07:00:00;;6,64;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;17-04-2013;07:00:00;;12,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-05-2013;07:00:00;;13,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;15-05-2013;06:45:00;;15,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;29-05-2013;07:00:00;;13,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;12-06-2013;07:00:00;;17,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;26-06-2013;07:00:00;;19,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;10-07-2013;07:00:00;;21,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;24-07-2013;07:00:00;;25,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;07-08-2013;07:00:00;;24,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;21-08-2013;07:00:00;;21,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;04-09-2013;07:00:00;;20,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;18-09-2013;07:00:00;;17,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;02-10-2013;07:10:00;;16,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;16-10-2013;07:00:00;;13,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;30-10-2013;08:00:00;;14,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;13-11-2013;08:00:00;;10,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;27-11-2013;07:50:00;;8,15;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-12-2013;08:00:00;;7,23;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-12-2013;08:00:00;;6,48;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;08-01-2014;07:50:00;;7,81;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;22-01-2014;08:00:00;;7,32;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;05-02-2014;08:00:00;;6,01;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;19-02-2014;08:00:00;;7,32;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;05-03-2014;08:00:00;;8,63;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;19-03-2014;08:00:00;;10,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;02-04-2014;07:00:00;;13,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;16-04-2014;07:00:00;;13,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;30-04-2014;07:00:00;;17,4;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;14-05-2014;07:00:00;;15,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;27-05-2014;07:00:00;;19,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;11-06-2014;07:00:00;;22,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;25-06-2014;07:00:00;;20,9;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;09-07-2014;07:00:00;;21,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-07-2014;07:00:00;;23,4;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;06-08-2014;07:00:00;;22,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;20-08-2014;11:00:00;;18,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;03-09-2014;07:00:00;;19,3;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;17-09-2014;07:00:00;;19,5;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-10-2014;07:00:00;;18,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;15-10-2014;07:00:00;;16,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;29-10-2014;08:00:00;;14,1;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;12-11-2014;07:45:00;;12;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;26-11-2014;08:00:00;;10;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;10-12-2014;08:00:00;;8,04;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;23-12-2014;08:00:00;;8,39;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;07-01-2015;08:00:00;;4,8;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;21-01-2015;08:00:00;;6,27;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;04-02-2015;08:00:00;;5,14;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;18-02-2015;08:00:00;;5,28;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;04-03-2015;08:00:00;;6,56;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;18-03-2015;08:00:00;;8,47;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;01-04-2015;07:00:00;;9,34;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;15-04-2015;07:00:00;;12,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;29-04-2015;07:00:00;;14,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;12-05-2015;07:00:00;;16,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;27-05-2015;06:20:00;;16,6;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;10-06-2015;07:00:00;;19,7;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;24-06-2015;07:00:00;;18,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;08-07-2015;07:00:00;;24,2;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
;Lobith ponton;;;Temperatuur;T;;;oC;;;Oppervlaktewater;OW;;;913.00.W015, Bepaling fysisch-chemische veldparameters;other:FW015;Steekmonster;02;22-07-2015;07:00:00;;24;;Normale waarde;Definitief;RIZAMON_LAN;;;Pomp;68;;;-100;WATSGL;25831;712875,305959242;5749340,74073841;;;
