0	199.85693165197	0.247872945756854
10	123.088447427255	2.57440625204331
20	57.6636912596213	3.87502777273986
30	17.237757958804	7.37664571485052
40	5.52348497410969	11.148539406952
50	4.2209388983902	14.4533404557251
60	3.69117500034375	16.1426429291376
70	3.964216091988	15.4653725496232
80	3.87939012180469	14.9687745792059
100	4.59676850892718	14.3154993084163
150	8.17610313612068	9.65808110140653
200	16.9565992433952	3.1784190008605
250	33.0204007236497	0.606384944500883
300	59.5288300688812	0.147013450293171
350	103.896038700569	0.0428507763159556
400	124.423402232156	0.0116301931787212
450	153.832225776622	0.00403790351781569
500	175.521742811879	0.00136508565929308
